date,nav,scheme_code,scheme_name
06-02-2026,110.41730,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
05-02-2026,110.59850,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
04-02-2026,110.44770,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
03-02-2026,110.29600,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
02-02-2026,110.15370,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
30-01-2026,110.19030,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
29-01-2026,110.09220,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
28-01-2026,110.08550,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
27-01-2026,110.10780,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
23-01-2026,110.07660,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
22-01-2026,110.05390,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
21-01-2026,109.94380,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW
